f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,ClassId,Path
155451392.0,148131840.0,121430016.0,96411648.0,99926016.0,103723008.0,97705984.0,97771520.0,86376448.0,78094336.0,78475264.0,92364800.0,104529920.0,113922048.0,118325248.0,115621888.0,114212864.0,121344000.0,126754816.0,128929792.0,126369792.0,125775872.0,128262144.0,126791680.0,119791616.0,113467392.0,117563392.0,130052096.0,132706304.0,120840192.0,113856512.0,109359104.0,109580288.0,112529408.0,113647616.0,105639936.0,94961664.0,93974528.0,98955264.0,102924288.0,0,Train/0/00000_00000_00010.png
148860928.0,156696576.0,160665600.0,148582400.0,117800960.0,94666752.0,105959424.0,108621824.0,103690240.0,97644544.0,87007232.0,79642624.0,83603456.0,97214464.0,110952448.0,116903936.0,115560448.0,108544000.0,112996352.0,122822656.0,131956736.0,133242880.0,133337088.0,126353408.0,126709760.0,126873600.0,120950784.0,116326400.0,125743104.0,132091904.0,130154496.0,122650624.0,110219264.0,106438656.0,111099904.0,115027968.0,113897472.0,108818432.0,99737600.0,95354880.0,0,Train/0/00000_00000_00011.png
162627584.0,139771904.0,104607744.0,87973888.0,109068288.0,103092224.0,97722368.0,91242496.0,83763200.0,80498688.0,85807104.0,100413440.0,113709056.0,120471552.0,121229312.0,108724224.0,104423424.0,114601984.0,122499072.0,127918080.0,129433600.0,128933888.0,127188992.0,120434688.0,118816768.0,111239168.0,112857088.0,125845504.0,131596288.0,125939712.0,117559296.0,106196992.0,98963456.0,104251392.0,110264320.0,113168384.0,101900288.0,98938880.0,92094464.0,88600576.0,0,Train/0/00000_00000_00012.png
124649472.0,90996736.0,99225600.0,120303616.0,101736448.0,105897984.0,87109632.0,77975552.0,77348864.0,84860928.0,100966400.0,114921472.0,122408960.0,118923264.0,105639936.0,103981056.0,113086464.0,123977728.0,129871872.0,131821568.0,131948544.0,131796992.0,130482176.0,120766464.0,108703744.0,108392448.0,121286656.0,131608576.0,130310144.0,126836736.0,115548160.0,98263040.0,91770880.0,103550976.0,115658752.0,105889792.0,105197568.0,103112704.0,99405824.0,87011328.0,0,Train/0/00000_00000_00013.png
158064640.0,162824192.0,136851456.0,103014400.0,93515776.0,108994560.0,108052480.0,104812544.0,93773824.0,81686528.0,79179776.0,84447232.0,99520512.0,111779840.0,120274944.0,117821440.0,106115072.0,103010304.0,109228032.0,115036160.0,123604992.0,127975424.0,129466368.0,129687552.0,127463424.0,122945536.0,109367296.0,104558592.0,122212352.0,128647168.0,125091840.0,118632448.0,107102208.0,101400576.0,93704192.0,102957056.0,113766400.0,117178368.0,109887488.0,103690240.0,0,Train/0/00000_00000_00014.png
159117312.0,129748992.0,95780864.0,91475968.0,111697920.0,105074688.0,102813696.0,90955776.0,82968576.0,81969152.0,86061056.0,103952384.0,116961280.0,123142144.0,116678656.0,103198720.0,104763392.0,111484928.0,115855360.0,116477952.0,118566912.0,125181952.0,126517248.0,128028672.0,121368576.0,113430528.0,115048448.0,125120512.0,126169088.0,118915072.0,108412928.0,101298176.0,101867520.0,98639872.0,98148352.0,106860544.0,112271360.0,124010496.0,127569920.0,123674624.0,0,Train/0/00000_00000_00015.png
96804864.0,84393984.0,108761088.0,108503040.0,96665600.0,89198592.0,74452992.0,72126464.0,72638464.0,87040000.0,103690240.0,115408896.0,120446976.0,113602560.0,103923712.0,105029632.0,111955968.0,117727232.0,121151488.0,121057280.0,120487936.0,120246272.0,122298368.0,119922688.0,111890432.0,108978176.0,124203008.0,130400256.0,123904000.0,116195328.0,103763968.0,88842240.0,83976192.0,91074560.0,101601280.0,95780864.0,90644480.0,99307520.0,106659840.0,111550464.0,0,Train/0/00000_00000_00016.png
151257088.0,109740032.0,81313792.0,96219136.0,115056640.0,94674944.0,91140096.0,75268096.0,70856704.0,70856704.0,82726912.0,100057088.0,112136192.0,117850112.0,111927296.0,98332672.0,100290560.0,109293568.0,115826688.0,119586816.0,120623104.0,120721408.0,120700928.0,119545856.0,116346880.0,108806144.0,111656960.0,126513152.0,132562944.0,127348736.0,118169600.0,102780928.0,85999616.0,80654336.0,82108416.0,90427392.0,90447872.0,81018880.0,84119552.0,94437376.0,0,Train/0/00000_00000_00017.png
93384704.0,87175168.0,108998656.0,104206336.0,94248960.0,82173952.0,72454144.0,68771840.0,69320704.0,77504512.0,93921280.0,106602496.0,114724864.0,111079424.0,100569088.0,98807808.0,103575552.0,110247936.0,115896320.0,117338112.0,117710848.0,118505472.0,117743616.0,115503104.0,108933120.0,97243136.0,100077568.0,119308288.0,132116480.0,127029248.0,112537600.0,99835904.0,86081536.0,79495168.0,77238272.0,77856768.0,76075008.0,73625600.0,81285120.0,85688320.0,0,Train/0/00000_00000_00018.png
84766720.0,78471168.0,113582080.0,98410496.0,85880832.0,77221888.0,67399680.0,66174976.0,67125248.0,75300864.0,93261824.0,105734144.0,114806784.0,114294784.0,97988608.0,91602944.0,101142528.0,110198784.0,114831360.0,117370880.0,119513088.0,117538816.0,116940800.0,115601408.0,112451584.0,100753408.0,98037760.0,114683904.0,125145088.0,121962496.0,117538816.0,110780416.0,93245440.0,79237120.0,74014720.0,75759616.0,80408576.0,69730304.0,64819200.0,66125824.0,0,Train/0/00000_00000_00019.png
80027648.0,74915840.0,108843008.0,103702528.0,99917824.0,102354944.0,99852288.0,97464320.0,72937472.0,72744960.0,92717056.0,106643456.0,113090560.0,112279552.0,98443264.0,90050560.0,97026048.0,106029056.0,110825472.0,114937856.0,115408896.0,114364416.0,114720768.0,113889280.0,113958912.0,105738240.0,103677952.0,116158464.0,128774144.0,125120512.0,116400128.0,106962944.0,94871552.0,88813568.0,88182784.0,84987904.0,86368256.0,77873152.0,71311360.0,77275136.0,0,Train/0/00000_00000_00020.png
94552064.0,72855552.0,81702912.0,118317056.0,109142016.0,98443264.0,73723904.0,68395008.0,68411392.0,70324224.0,85544960.0,100257792.0,106942464.0,112181248.0,105205760.0,90292224.0,94171136.0,104198144.0,115208192.0,130285568.0,124030976.0,118833152.0,121946112.0,120971264.0,115093504.0,107237376.0,93814784.0,100397056.0,130179072.0,134361088.0,130945024.0,121237504.0,105705472.0,86904832.0,79249408.0,80502784.0,97103872.0,100372480.0,77479936.0,83079168.0,0,Train/0/00000_00000_00021.png
135794688.0,141381632.0,147775488.0,149008384.0,135958528.0,111734784.0,103342080.0,110219264.0,103276544.0,100388864.0,96538624.0,92733440.0,95195136.0,108236800.0,121421824.0,127963136.0,121016320.0,117063680.0,120541184.0,128593920.0,130961408.0,128131072.0,126951424.0,125046784.0,110653440.0,106721280.0,120094720.0,148226048.0,180301824.0,167936000.0,160231424.0,167624704.0,164741120.0,174116864.0,173559808.0,161611776.0,150900736.0,155189248.0,160948224.0,163147776.0,0,Train/0/00000_00001_00000.png
147214336.0,152489984.0,147718144.0,126111744.0,93462528.0,95207424.0,105005056.0,108212224.0,99688448.0,92295168.0,89686016.0,94552064.0,109273088.0,118034432.0,121618432.0,120123392.0,115265536.0,121958400.0,128782336.0,130052096.0,124481536.0,122601472.0,121339904.0,116854784.0,101625856.0,120750080.0,157872128.0,189255680.0,176660480.0,158924800.0,159789056.0,177389568.0,183758848.0,181313536.0,172793856.0,164216832.0,166240256.0,172208128.0,183787520.0,195080192.0,0,Train/0/00000_00001_00001.png
154267648.0,141516800.0,119451648.0,100126720.0,113090560.0,108797952.0,101429248.0,109764608.0,100020224.0,96477184.0,103624704.0,117161984.0,128483328.0,132988928.0,128393216.0,112697344.0,110620672.0,119029760.0,128360448.0,126627840.0,124395520.0,124141568.0,120954880.0,114286592.0,110817280.0,119492608.0,172470272.0,196100096.0,184377344.0,148054016.0,149008384.0,160534528.0,171741184.0,187158528.0,195526656.0,199819264.0,202416128.0,202903552.0,205631488.0,209219584.0,0,Train/0/00000_00001_00002.png
133619712.0,143077376.0,151470080.0,149872640.0,133337088.0,108081152.0,109551616.0,112152576.0,101519360.0,113782784.0,102379520.0,93892608.0,97263616.0,107061248.0,118329344.0,126226432.0,125829120.0,116600832.0,112738304.0,115159040.0,121061376.0,126435328.0,125984768.0,121413632.0,119312384.0,115613696.0,110546944.0,134967296.0,174473216.0,183664640.0,155901952.0,138899456.0,151003136.0,164511744.0,171409408.0,175173632.0,194252800.0,208793600.0,212602880.0,209248256.0,0,Train/0/00000_00001_00003.png
139194368.0,145694720.0,148144128.0,136048640.0,107073536.0,102158336.0,103612416.0,104931328.0,103510016.0,103120896.0,95182848.0,90316800.0,95232000.0,111534080.0,121909248.0,127320064.0,124649472.0,114950144.0,114765824.0,124030976.0,128356352.0,124424192.0,121413632.0,118411264.0,115437568.0,115982336.0,126054400.0,155078656.0,178569216.0,177152000.0,153174016.0,137273344.0,145035264.0,165531648.0,184786944.0,191459328.0,203599872.0,214409216.0,217436160.0,214511616.0,0,Train/0/00000_00001_00004.png
132734976.0,137842688.0,146706432.0,147243008.0,130699264.0,101986304.0,105426944.0,100872192.0,98164736.0,108015616.0,93949952.0,89505792.0,93679616.0,104341504.0,117161984.0,124960768.0,120020992.0,116613120.0,118444032.0,123432960.0,127848448.0,125894656.0,122056704.0,118910976.0,116453376.0,111542272.0,117080064.0,139280384.0,157655040.0,157343744.0,154472448.0,154058752.0,156016640.0,167669760.0,188862464.0,194285568.0,219115520.0,226361344.0,219258880.0,210894848.0,0,Train/0/00000_00001_00005.png
125403136.0,132358144.0,141783040.0,152068096.0,144019456.0,111599616.0,96419840.0,100139008.0,93671424.0,95698944.0,94351360.0,87900160.0,90832896.0,99790848.0,114614272.0,128278528.0,123142144.0,110776320.0,111759360.0,126595072.0,129282048.0,116846592.0,110088192.0,109879296.0,110620672.0,108912640.0,109174784.0,133300224.0,143937536.0,136503296.0,136769536.0,152420352.0,166051840.0,173068288.0,205905920.0,218570752.0,221462528.0,217108480.0,207536128.0,204070912.0,0,Train/0/00000_00001_00006.png
139046912.0,155533312.0,148484096.0,117260288.0,91963392.0,101834752.0,95637504.0,93294592.0,93515776.0,92413952.0,88506368.0,86245376.0,101695488.0,115466240.0,124047360.0,122605568.0,111460352.0,107089920.0,114995200.0,116379648.0,115691520.0,117473280.0,120582144.0,128716800.0,129204224.0,125358080.0,131792896.0,151621632.0,166371328.0,149225472.0,143441920.0,160317440.0,183185408.0,199036928.0,218767360.0,232947712.0,236376064.0,227409920.0,211222528.0,200593408.0,0,Train/0/00000_00001_00007.png
147406848.0,158318592.0,147472384.0,117006336.0,94498816.0,106991616.0,101523456.0,96735232.0,97218560.0,97021952.0,91295744.0,85610496.0,99827712.0,118521856.0,130895872.0,132452352.0,124567552.0,114577408.0,112599040.0,118484992.0,128868352.0,134406144.0,128569344.0,131448832.0,136916992.0,138436608.0,140951552.0,155697152.0,187682816.0,170553344.0,154677248.0,159039488.0,180187136.0,202559488.0,221794304.0,236134400.0,243560448.0,245641216.0,237961216.0,220901376.0,0,Train/0/00000_00001_00008.png
150892544.0,133566464.0,107794432.0,99262464.0,105394176.0,98115584.0,102060032.0,96829440.0,93773824.0,92631040.0,93278208.0,104267776.0,117456896.0,125939712.0,122920960.0,115224576.0,114552832.0,116686848.0,121991168.0,126210048.0,140423168.0,152666112.0,140296192.0,155017216.0,148557824.0,139657216.0,156561408.0,192520192.0,200019968.0,188489728.0,178573312.0,180477952.0,194310144.0,212295680.0,227729408.0,235958272.0,241410048.0,239616000.0,231108608.0,223510528.0,0,Train/0/00000_00001_00009.png
146092032.0,114425856.0,100032512.0,109346816.0,113528832.0,108560384.0,106549248.0,86794240.0,88444928.0,90353664.0,105971712.0,117469184.0,121331712.0,118378496.0,110292992.0,109924352.0,115146752.0,115875840.0,124452864.0,140898304.0,152612864.0,162734080.0,174473216.0,157351936.0,143646720.0,173957120.0,189300736.0,187465728.0,183160832.0,185618432.0,195477504.0,204050432.0,218324992.0,228892672.0,235089920.0,235864064.0,238649344.0,242839552.0,238899200.0,230072320.0,0,Train/0/00000_00001_00010.png
151838720.0,154374144.0,134856704.0,99586048.0,101007360.0,110256128.0,105037824.0,105353216.0,101507072.0,96899072.0,97591296.0,100904960.0,110571520.0,121737216.0,122339328.0,112701440.0,113459200.0,126758912.0,123555840.0,125042688.0,134959104.0,157638656.0,175947776.0,187645952.0,189132800.0,185237504.0,189378560.0,200404992.0,195432448.0,186212352.0,183496704.0,191901696.0,197808128.0,215187456.0,226217984.0,227700736.0,231157760.0,237355008.0,240631808.0,241295360.0,0,Train/0/00000_00001_00011.png
163135488.0,169910272.0,137314304.0,101474304.0,97955840.0,116154368.0,118681600.0,107909120.0,120786944.0,93478912.0,94130176.0,100245504.0,115765248.0,122675200.0,126390272.0,119304192.0,107257856.0,107634688.0,111665152.0,114876416.0,140017664.0,166281216.0,166928384.0,178458624.0,186421248.0,180121600.0,175886336.0,187453440.0,193159168.0,176156672.0,165277696.0,172224512.0,194109440.0,202682368.0,219115520.0,229203968.0,227512320.0,228732928.0,231165952.0,237690880.0,0,Train/0/00000_00001_00012.png
159485952.0,144928768.0,110235648.0,87207936.0,116203520.0,139894784.0,126611456.0,117104640.0,117964800.0,98942976.0,96018432.0,99573760.0,114708480.0,123613184.0,127889408.0,122798080.0,112996352.0,111972352.0,116801536.0,124149760.0,148029440.0,173875200.0,186077184.0,190173184.0,189300736.0,178024448.0,169553920.0,178286592.0,185081856.0,173113344.0,154558464.0,161214464.0,185184256.0,195833856.0,211570688.0,218882048.0,217964544.0,224747520.0,226582528.0,221413376.0,0,Train/0/00000_00001_00013.png
134918144.0,103165952.0,105488384.0,139681792.0,147169280.0,126230528.0,105730048.0,98586624.0,100261888.0,104370176.0,116531200.0,121184256.0,129728512.0,134541312.0,121610240.0,111599616.0,127356928.0,158232576.0,175984640.0,177336320.0,177303552.0,179884032.0,162377728.0,144818176.0,137359360.0,140156928.0,153591808.0,167243776.0,159244288.0,146210816.0,141516800.0,144650240.0,145813504.0,169848832.0,189710336.0,195555328.0,199852032.0,203563008.0,201736192.0,199258112.0,0,Train/0/00000_00001_00014.png
156962816.0,123654144.0,104091648.0,121491456.0,148643840.0,166252544.0,136196096.0,100200448.0,100597760.0,111067136.0,116195328.0,126275584.0,140333056.0,151179264.0,147546112.0,130293760.0,124452864.0,136433664.0,157323264.0,177274880.0,179814400.0,179896320.0,154714112.0,149975040.0,143093760.0,124346368.0,141242368.0,170414080.0,169910272.0,144273408.0,117551104.0,106037248.0,122765312.0,154689536.0,170455040.0,177799168.0,176951296.0,178171904.0,185049088.0,181919744.0,0,Train/0/00000_00001_00015.png
167948288.0,127459328.0,99500032.0,99266560.0,120451072.0,148062208.0,145715200.0,104226816.0,90869760.0,102744064.0,122748928.0,147243008.0,146059264.0,164884480.0,172195840.0,154578944.0,137736192.0,147697664.0,163962880.0,173072384.0,178769920.0,175116288.0,169684992.0,166174720.0,144723968.0,113893376.0,117149696.0,153726976.0,169410560.0,145350656.0,117276672.0,95182848.0,110862336.0,146694144.0,187346944.0,192401408.0,193302528.0,190418944.0,192880640.0,178049024.0,0,Train/0/00000_00001_00016.png
179138560.0,168525824.0,119382016.0,81436672.0,90427392.0,128638976.0,104644608.0,112267264.0,89874432.0,78520320.0,88256512.0,109084672.0,144048128.0,142823424.0,130363392.0,137908224.0,135229440.0,129986560.0,139698176.0,154464256.0,155914240.0,143966208.0,139038720.0,140324864.0,135135232.0,128368640.0,114917376.0,114106368.0,130314240.0,134090752.0,129069056.0,123375616.0,122093568.0,129978368.0,153165824.0,172806144.0,179716096.0,179814400.0,181145600.0,192593920.0,0,Train/0/00000_00001_00017.png
139771904.0,96739328.0,80982016.0,92545024.0,114638848.0,95760384.0,89124864.0,81051648.0,78123008.0,84701184.0,97624064.0,115863552.0,124981248.0,127954944.0,131100672.0,121532416.0,111104000.0,115970048.0,129564672.0,135712768.0,137850880.0,136396800.0,133623808.0,132206592.0,129253376.0,118779904.0,109068288.0,121593856.0,136372224.0,132513792.0,120131584.0,119066624.0,128524288.0,132046848.0,148287488.0,163057664.0,177119232.0,174923776.0,180875264.0,168976384.0,0,Train/0/00000_00001_00018.png
129105920.0,87261184.0,84017152.0,105349120.0,111812608.0,94371840.0,81317888.0,77107200.0,79986688.0,86642688.0,99459072.0,117059584.0,132673536.0,131993600.0,125214720.0,108625920.0,110686208.0,119185408.0,126513152.0,131620864.0,123949056.0,123551744.0,124551168.0,129101824.0,125505536.0,118161408.0,126898176.0,147251200.0,132722688.0,121036800.0,109850624.0,102199296.0,127143936.0,153481216.0,169586688.0,178806784.0,193060864.0,181354496.0,175546368.0,178257920.0,0,Train/0/00000_00001_00019.png
94138368.0,77258752.0,99713024.0,111108096.0,91590656.0,82460672.0,74121216.0,75448320.0,84463616.0,99000320.0,117972992.0,122806272.0,126947328.0,129560576.0,118575104.0,104034304.0,110616576.0,131190784.0,150183936.0,135004160.0,125546496.0,125616128.0,125267968.0,134885376.0,144281600.0,158081024.0,150130688.0,175337472.0,170536960.0,149491712.0,140357632.0,138362880.0,158502912.0,179843072.0,182968320.0,187191296.0,190820352.0,196321280.0,187670528.0,183107584.0,0,Train/0/00000_00001_00020.png
83144704.0,77111296.0,106536960.0,111575040.0,103858176.0,104480768.0,78766080.0,73039872.0,81371136.0,111263744.0,143929344.0,145530880.0,133619712.0,129159168.0,114708480.0,101437440.0,107077632.0,119099392.0,136290304.0,137822208.0,127766528.0,124231680.0,130007040.0,139087872.0,143298560.0,136302592.0,148275200.0,165654528.0,169910272.0,158396416.0,162615296.0,152629248.0,147554304.0,170405888.0,192192512.0,201170944.0,198742016.0,209788928.0,207618048.0,195313664.0,0,Train/0/00000_00001_00021.png
107147264.0,77926400.0,84336640.0,108060672.0,102383616.0,85966848.0,100466688.0,109907968.0,97521664.0,86523904.0,103211008.0,127823872.0,137936896.0,132427776.0,125628416.0,110219264.0,106663936.0,119431168.0,123629568.0,127950848.0,129961984.0,136904704.0,158478336.0,171458560.0,157368320.0,137199616.0,122273792.0,126599168.0,147734528.0,147644416.0,144830464.0,139816960.0,135680000.0,159391744.0,184811520.0,193617920.0,205074432.0,212856832.0,225402880.0,223592448.0,0,Train/0/00000_00001_00022.png
88563712.0,113053696.0,113729536.0,97402880.0,86458368.0,77348864.0,77258752.0,87941120.0,98656256.0,113709056.0,120717312.0,130637824.0,135114752.0,120975360.0,101715968.0,106606592.0,115634176.0,120778752.0,124416000.0,126521344.0,124776448.0,140173312.0,153186304.0,134705152.0,112865280.0,116842496.0,144859136.0,152141824.0,129519616.0,114851840.0,106373120.0,113733632.0,141492224.0,181719040.0,192864256.0,196947968.0,201527296.0,209752064.0,221065216.0,226754560.0,0,Train/0/00000_00001_00023.png
73211904.0,93106176.0,116662272.0,111357952.0,104468480.0,93130752.0,78413824.0,74485760.0,86351872.0,113721344.0,130506752.0,130809856.0,129208320.0,124841984.0,109240320.0,100544512.0,107933696.0,117211136.0,122433536.0,122335232.0,122351616.0,127643648.0,142815232.0,156327936.0,147243008.0,120455168.0,104079360.0,135557120.0,157200384.0,134139904.0,115638272.0,101773312.0,101691392.0,119562240.0,127557632.0,155557888.0,152596480.0,177512448.0,196452352.0,190267392.0,0,Train/0/00000_00001_00024.png
67207168.0,86523904.0,119508992.0,117895168.0,107413504.0,81551360.0,70549504.0,72044544.0,81858560.0,108249088.0,122343424.0,142974976.0,148668416.0,128552960.0,105938944.0,97546240.0,105259008.0,114847744.0,120918016.0,126005248.0,123191296.0,119074816.0,120233984.0,118706176.0,125456384.0,116109312.0,102977536.0,119455744.0,125521920.0,132562944.0,138870784.0,125911040.0,95051776.0,101314560.0,119455744.0,145694720.0,124596224.0,87322624.0,112959488.0,171130880.0,0,Train/0/00000_00001_00025.png
73977856.0,67674112.0,100483072.0,129560576.0,125992960.0,110649344.0,88989696.0,75657216.0,91500544.0,107921408.0,106840064.0,115978240.0,121700352.0,127229952.0,123031552.0,101257216.0,97435648.0,106594304.0,113823744.0,121155584.0,122204160.0,121442304.0,121032704.0,121294848.0,135614464.0,137641984.0,97853440.0,101830656.0,121556992.0,128389120.0,126337024.0,130039808.0,116670464.0,107294720.0,109666304.0,100724736.0,110997504.0,110784512.0,133189632.0,110788608.0,0,Train/0/00000_00001_00026.png
64708608.0,85815296.0,111738880.0,100786176.0,85491712.0,69337088.0,68304896.0,84697088.0,86654976.0,99352576.0,113299456.0,123244544.0,124936192.0,114184192.0,99528704.0,92262400.0,99815424.0,108101632.0,113684480.0,116604928.0,118448128.0,118001664.0,118095872.0,124481536.0,127762432.0,113737728.0,114327552.0,128876544.0,122904576.0,115716096.0,107585536.0,105656320.0,94232576.0,94474240.0,93364224.0,96776192.0,119115776.0,111927296.0,141754368.0,156635136.0,0,Train/0/00000_00001_00027.png
80060416.0,66527232.0,82644992.0,99966976.0,84705280.0,78913536.0,70258688.0,66322432.0,67710976.0,84918272.0,103034880.0,111947776.0,119189504.0,121384960.0,112394240.0,97570816.0,91598848.0,96616448.0,102862848.0,107520000.0,111845376.0,115777536.0,113557504.0,112386048.0,112693248.0,114376704.0,100233216.0,93728768.0,110473216.0,124403712.0,119906304.0,116396032.0,121274368.0,112590848.0,107163648.0,94380032.0,91426816.0,133095424.0,159047680.0,160034816.0,0,Train/0/00000_00001_00028.png
126050304.0,141676544.0,160452608.0,160063488.0,158883840.0,157433856.0,154550272.0,154370048.0,155136000.0,149942272.0,145350656.0,143151104.0,147456000.0,150671360.0,150503424.0,144158720.0,139603968.0,140709888.0,142262272.0,143220736.0,142565376.0,147152896.0,151597056.0,149544960.0,145903616.0,143839232.0,149057536.0,148639744.0,143216640.0,138080256.0,137908224.0,142245888.0,144273408.0,147525632.0,152489984.0,158203904.0,164876288.0,173502464.0,194822144.0,210305024.0,0,Train/0/00000_00002_00000.png
